"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90"
"1",0.0100468107350662,0.0100469658392487,0.0100482964602768,0.0100503837796269,0.0100527318246573,0.0100549336337165,0.0100567965949816,0.010058408461466,0.0100600904756372,0.0100621936636692,0.0100648545641748,0.0100679417921588,0.0100712421449541,0.0100746533086042,0.0100781972339985,0.0100819634830022,0.0100861383184848,0.0100910004090267,0.0100967148975935,0.0101031325330024,0.0101099620038527,0.0101172279715145,0.0101254500658758,0.0101352358931155,0.0101467281094403,0.010159535064618,0.0101731522077128,0.010187390966055,0.0102024728405663,0.0102187792251481,0.0102365234145523,0.0102557209666016,0.0102764405983912,0.0102988687865946,0.010323071614038,0.0103489233890034,0.0103764759960618,0.0104064396286815,0.0104401997457242,0.0104791144039524,0.0105236585407112,0.0105734389014386,0.010628128980764,0.0106880469366538,0.0107536229829278,0.0108247258189596,0.0109010334408296,0.0109830813852069,0.011072570615086,0.0111713194923939,0.011279966128421,0.011398145086004,0.0115262825361503,0.01166684055885,0.0118229790961703,0.0119958413231166,0.0121836976642034,0.0123835802767645,0.0125926754538994,0.0128078753175488,0.0130251312406451,0.0132401025915338,0.0134489064147667,0.0136473416926634,0.0138291290410531,0.0139849269068817,0.0141030882788545,0.0141717213340933,0.0141805871790192,0.014122018076071,0.0139919193758975,0.0137913157038776,0.0135264272484276,0.0132066926499993,0.0128439259183798,0.0124539436866966,0.0120568775724549,0.0116735925781132,0.0113211483562779,0.011010835250165,0.0107485638878649,0.0105357642909767,0.0103701267483278,0.0102464351110885,0.0101576338116674,0.0100960412091535,0.0100544857745362,0.0100270113181811,0.0100090385389196,0.01
"2",0.0100570772384347,0.0100567130640378,0.0100556272517387,0.0100545525397294,0.010053555149428,0.01005227386352,0.0100504119972913,0.0100481994218519,0.0100464241005223,0.0100458801883216,0.0100467604242964,0.0100486625374939,0.0100511143770409,0.0100539888383768,0.010057554711987,0.0100622895192558,0.0100685170080709,0.0100760768442151,0.0100843880963684,0.0100928681304079,0.0101013317279952,0.0101101647929109,0.0101202583864906,0.0101327286121225,0.0101484554160385,0.01016757344701,0.0101893786696581,0.0102129687392195,0.0102379601354701,0.0102644262613692,0.0102923958906257,0.0103217664611954,0.0103525635264651,0.0103851173066753,0.0104203596937436,0.0104599915029203,0.010505428992097,0.0105560965574325,0.0106094882296498,0.0106633103392888,0.010716969703073,0.0107707855059478,0.0108246681064782,0.0108783380332349,0.0109322886561704,0.0109876610954776,0.0110455170091713,0.0111070671032877,0.0111745863421446,0.0112517388850792,0.0113430631726128,0.0114530495428544,0.0115848932335785,0.0117391196309505,0.0119131554500957,0.0121025931092567,0.0123030297362885,0.0125109301365577,0.012723283235292,0.012936428327656,0.013145105103471,0.0133436045468392,0.0135286957764955,0.0137003935353507,0.0138576744833611,0.0139925580465057,0.0140897231304442,0.0141329819202875,0.0141107840902914,0.0140147075965794,0.0138367653504114,0.0135744997865467,0.013239789656262,0.0128583612844421,0.0124585846646514,0.012062123327148,0.0116837843116774,0.0113352081853465,0.0110260659698045,0.0107628942964666,0.0105481157287885,0.0103801584950377,0.0102543187819309,0.0101639155530279,0.0101014713577287,0.0100597745917244,0.0100326716339892,0.0100154055774505,0.0100045358311826,0.01
"3",0.0100778854328275,0.0100796340161264,0.0100822995893178,0.0100854814388322,0.0100885442504408,0.0100910463289952,0.01009311738386,0.0100953587895084,0.0100982530046024,0.0101017555205963,0.0101056166484236,0.010110006524808,0.0101156244997478,0.0101231757543333,0.010132847734724,0.0101442960558735,0.0101570569295759,0.0101709908189503,0.0101864022552174,0.010203800219524,0.0102236883300564,0.0102466682181057,0.0102735303273137,0.010304948162304,0.0103410424081789,0.0103812323496704,0.0104242824666083,0.0104685847813793,0.0105131332809921,0.0105586933414259,0.0106075713686685,0.0106615875055036,0.0107201639884625,0.0107807688873114,0.0108414506694321,0.0109024224389951,0.0109646764526457,0.0110279175108174,0.0110912786000016,0.0111559127635482,0.0112253398353218,0.01130255846887,0.0113873407620068,0.0114763715229911,0.0115655023207367,0.0116524636899211,0.0117390422889069,0.0118314068892769,0.0119371293869551,0.0120599570038103,0.0121969414357691,0.0123411974955059,0.0124872002397705,0.0126331336608738,0.0127793723770419,0.0129258988850694,0.0130706998051971,0.0132097768313901,0.0133380799584893,0.01344909403539,0.013533200024098,0.0135788902244664,0.0135774342314942,0.0135251308379178,0.013420405972096,0.0132614043496285,0.0130486718575643,0.0127891847606642,0.0124968507525519,0.0121899252679997,0.0118867220306945,0.0116002409317088,0.011335445695776,0.0110925868603523,0.010872893797337,0.010679949975412,0.0105165657662958,0.0103825393619334,0.0102755261512676,0.0101925540164105,0.010130420040576,0.0100855988107084,0.0100544168825643,0.0100334184628472,0.0100196610223463,0.0100108503037676,0.0100053154833786,0.0100018849035569,0.01,0.01
"4",0.0100984604470156,0.0101093245340179,0.010119229659973,0.0101286600633885,0.0101388069442602,0.0101512370318279,0.0101670331988558,0.010185937121489,0.0102064321984267,0.010226876977285,0.0102464202204603,0.0102648205911201,0.0102819739134318,0.0102981761079276,0.0103146238637759,0.0103329662756615,0.0103540696147501,0.0103774229887708,0.0104017462155838,0.0104258058568071,0.0104487956577558,0.0104709284270708,0.0104942632827211,0.0105222376700226,0.0105573328627324,0.0105990876352515,0.010644909063238,0.0106928281112124,0.010742986988773,0.0107966214330418,0.0108544593131651,0.0109161920218638,0.0109805637165271,0.0110456439698763,0.0111099881746605,0.0111745783608244,0.0112435686011952,0.0113220790995227,0.0114120405759174,0.0115094457126631,0.0116055496706988,0.0116911705947736,0.0117607945392831,0.0118144783765605,0.0118580685402829,0.0119013381495302,0.011952845651449,0.0120149415793255,0.0120845665316014,0.0121586128434783,0.0122368418702888,0.0123194267467821,0.0124035595862501,0.0124842792089776,0.0125582519222891,0.0126252122353903,0.012685948999253,0.012740089938186,0.0127850820867492,0.0128159646230915,0.0128267823819801,0.0128133891144145,0.0127748003971636,0.012711645336941,0.0126238482806553,0.0125104852940416,0.0123719550012903,0.0122111282249087,0.0120316015398176,0.0118365977297713,0.0116310219072962,0.0114223652567157,0.0112172825144267,0.0110188432087737,0.0108292156901873,0.0106536179498331,0.010499338544151,0.0103712857687763,0.0102696997159619,0.0101915207989918,0.0101327240801838,0.0100895499386044,0.0100587178837747,0.0100373555264055,0.0100229787926536,0.0100135376611857,0.010007458971433,0.0100036213969071,0.0100012631191582,0.01
"5",0.0100590922361317,0.0100568135098635,0.0100554311196869,0.0100546589289524,0.0100543149938164,0.0100543424740572,0.0100547968943557,0.0100557368090392,0.0100570456404524,0.0100584275798716,0.0100597044262565,0.0100610836139394,0.0100630368445182,0.010065950485112,0.0100699582311553,0.0100750469498472,0.0100811858624018,0.0100882648428718,0.0100959674555472,0.0101039133153637,0.0101120732761328,0.0101209909978332,0.0101314748266834,0.0101440049966632,0.010158400905554,0.0101740575000975,0.0101905759604864,0.0102082512497013,0.0102279371972868,0.0102503615663181,0.0102755451470898,0.0103028886869802,0.0103317649267186,0.0103619846955823,0.0103938099960793,0.0104276831806503,0.0104639314789395,0.0105027050121,0.0105442994503317,0.0105893495255452,0.0106383670704544,0.0106914113595001,0.0107487271049507,0.0108113389355826,0.0108804223751622,0.0109563232452711,0.0110386482514943,0.0111271212064684,0.0112219902732101,0.0113237745990374,0.0114329037205494,0.011549436712487,0.0116728945347912,0.0118025051217627,0.0119379697949841,0.0120802423314836,0.0122313602318732,0.0123929923367274,0.0125649187386689,0.0127448117242027,0.0129289275783939,0.0131124839254645,0.0132897302239801,0.013454650396366,0.0136018738062,0.013725725987411,0.0138175140933578,0.0138653315976071,0.013859008660389,0.0137953312599588,0.0136770256802528,0.0135073171177879,0.0132874274906496,0.0130194268760629,0.0127105010223014,0.0123743970498758,0.0120288352812501,0.011690926641922,0.0113740209537113,0.0110872973934159,0.0108366034348423,0.0106249643098981,0.0104526632322751,0.0103174128621334,0.0102148541551107,0.0101393711475042,0.0100850753413952,0.0100465943855052,0.0100194261512444,0.01
"6",0.0100404130926368,0.0100396924791621,0.0100406166992303,0.0100425094866359,0.0100444588006048,0.0100456497900371,0.0100457521679623,0.0100451167608892,0.0100445612668074,0.0100448602581898,0.0100463328395978,0.0100487769211826,0.0100517153509632,0.0100547488699073,0.0100577676228542,0.0100608731934933,0.0100641123571,0.0100673868041952,0.01007077322128,0.0100748788922297,0.0100806590800198,0.0100888140984193,0.0100993947010452,0.0101118944933939,0.0101256589659379,0.0101402798112969,0.0101556015838146,0.0101714037021381,0.0101874054169353,0.0102037950829957,0.0102215446064108,0.0102419477235644,0.0102657259350993,0.010292503605905,0.0103213554447948,0.0103521298961102,0.0103859476152126,0.0104240455783079,0.0104665318631123,0.0105127577720205,0.0105623768146462,0.0106151074060031,0.0106697749429329,0.0107249482461954,0.0107807910285894,0.0108392264702613,0.0109019363450944,0.0109689729877869,0.01103996528879,0.011116705498042,0.0112038694944427,0.0113062639432641,0.0114253023224431,0.0115585870965739,0.0117026595068449,0.011855821644068,0.0120191816882121,0.0121966801247733,0.0123944806264069,0.0126182242061358,0.0128684926303718,0.0131383980321704,0.0134152068416225,0.0136828232989561,0.0139230571018442,0.0141187335402255,0.014259498723373,0.0143434664676337,0.0143701521365345,0.0143322828145567,0.0142168597980439,0.0140145800072093,0.0137280209611696,0.0133724142441597,0.0129705390821234,0.0125464965714917,0.0121219314223923,0.0117153103708046,0.0113422137386898,0.0110147093389044,0.0107400753874901,0.0105201743419249,0.0103520016656264,0.0102290330335787,0.0101428295255489,0.0100845918309542,0.0100464242013234,0.0100220013854059,0.0100066185191885,0.01
"7",0.010070517238525,0.0100711735749514,0.010072224471434,0.0100736172398449,0.0100753052256174,0.0100772352240618,0.01007940692059,0.0100819317960018,0.0100849929333178,0.0100887372036356,0.0100931995248822,0.0100982546657779,0.0101035984601809,0.0101088535207348,0.0101137741180526,0.0101183668977401,0.010122887838978,0.0101278480043925,0.010133951992054,0.0101417554433601,0.0101513040195131,0.0101623245284371,0.0101747835359258,0.0101888818965899,0.0102043615817228,0.0102203199770748,0.0102362488128531,0.0102531292909133,0.0102729353255565,0.010296872321977,0.0103244452624985,0.010354289340076,0.0103854277050219,0.0104177892752851,0.0104524163255013,0.0104915521315503,0.0105377259750467,0.0105919570297248,0.0106529619833771,0.0107184473296878,0.0107869947620567,0.0108585899723714,0.0109338912138436,0.0110133879642872,0.0110968580888691,0.0111832370257307,0.0112711542993526,0.0113600048527025,0.0114511098964769,0.0115480610204874,0.0116551550649883,0.0117748975037566,0.0119075881104511,0.0120535151701357,0.0122140573178156,0.0123890920584831,0.0125740594368415,0.0127616580010159,0.0129461338906143,0.0131234274131305,0.0132875614659211,0.0134297849396145,0.0135407077612914,0.0136118032977512,0.0136381528766312,0.013622410833,0.0135730290561134,0.0134958854038198,0.0133888422238041,0.0132455107766812,0.0130633931081339,0.012847200352127,0.0126046775773756,0.0123418881855142,0.0120644353363784,0.0117811308505614,0.0115035116361966,0.0112420045896627,0.0110036398816611,0.0107924513470746,0.0106104913869352,0.0104582469186088,0.0103347072875738,0.0102374955684041,0.0101631646552992,0.0101076638720545,0.0100669195167298,0.0100372983693693,0.0100157894607603,0.01
"8",0.010057173434331,0.0100557373544673,0.0100557377534343,0.0100568262076949,0.0100584343894926,0.0100599665847264,0.010061068886271,0.0100617912516743,0.0100625073318946,0.0100636925539378,0.0100657466537917,0.010068827140945,0.0100726987841925,0.0100769570135481,0.0100816867112876,0.0100877460203604,0.0100961148759198,0.0101070879596316,0.0101202328720872,0.0101348180351703,0.0101500566893927,0.0101652674858609,0.0101802909213121,0.010195961606185,0.0102141247985242,0.0102370071802848,0.0102662368659366,0.0103019328537073,0.0103422611110475,0.0103840693857391,0.0104248317905996,0.0104646205721332,0.0105061626105545,0.0105527506937533,0.0106059433447772,0.010665068867755,0.0107284703953173,0.0107946599059172,0.0108624747265763,0.0109312261240679,0.0110013569932953,0.0110744755432632,0.0111519545499125,0.0112332045367047,0.0113156250503406,0.0113965904671732,0.0114755850849654,0.0115550966767178,0.0116403890067888,0.0117377519589645,0.0118512566627443,0.0119805737029768,0.0121218270748777,0.0122699632873119,0.0124208393469556,0.0125731267311483,0.0127291492797499,0.0128924987945431,0.0130631342462819,0.0132345115491395,0.0133960526211867,0.0135380305819058,0.0136528972427635,0.0137324356948791,0.0137658107268577,0.0137415693057549,0.0136521658659428,0.0134983248769019,0.0132902375663824,0.0130434282157468,0.0127718189755443,0.0124838906860331,0.0121839175270997,0.0118753934174394,0.0115645828186734,0.0112628585986321,0.0109849703449299,0.0107434356476599,0.0105441499699429,0.0103865333521107,0.010266279188764,0.0101776721593102,0.0101146986051581,0.0100715518092527,0.0100429928546423,0.0100246436784321,0.0100131408467489,0.0100060845306132,0.0100018387197018,0.01
"9",0.0100386288265441,0.0100385592891036,0.0100387133425804,0.0100392183141686,0.0100401135155299,0.0100413271573713,0.010042693270056,0.0100440668676282,0.010045471615528,0.0100470918738729,0.0100491004160689,0.0100515488519419,0.0100544223197785,0.0100577283214968,0.0100615311334919,0.0100659740073242,0.0100712835199202,0.0100776888230099,0.0100853083701183,0.0100941475437207,0.0101042251507209,0.0101157165278326,0.0101290165288611,0.0101446519346747,0.010163008235704,0.0101840313961138,0.0102072398872518,0.0102321220188881,0.0102585161768667,0.0102866171384625,0.0103167125076016,0.0103488736076465,0.0103827460848337,0.0104177195757879,0.0104535662358481,0.0104909894745749,0.0105314255140223,0.010576198537131,0.0106257469965943,0.0106794465313462,0.0107360019899846,0.0107940513487333,0.0108526085287676,0.0109112849323495,0.0109705364731169,0.0110319216797403,0.0110980090662473,0.011171815952388,0.0112561450260378,0.0113533597693066,0.0114654666215643,0.0115935574698609,0.0117368041005038,0.0118928864502756,0.0120600872305523,0.012238305960606,0.0124274552170897,0.0126254003983549,0.0128276770763001,0.0130284010015494,0.0132212759740839,0.0134010774480805,0.0135653627957585,0.0137140420622167,0.0138451591326783,0.0139493229975267,0.0140083939281351,0.0140023866115653,0.0139214511389558,0.0137717620987559,0.0135673477191314,0.0133169228030899,0.0130218309936683,0.0126852566338417,0.0123195789534978,0.0119450021033642,0.0115829905618348,0.0112505275609069,0.0109582173621995,0.0107112166909925,0.0105105791172066,0.0103540887081914,0.0102369842885782,0.0101528819296436,0.0100947801825503,0.0100559756630781,0.0100307503473441,0.0100146700032031,0.0100045148698467,0.01
"10",0.0100433520710273,0.0100472310828635,0.0100500638122864,0.0100511109308986,0.0100503982983436,0.010048882490338,0.0100479254053665,0.0100484588653025,0.0100505741377578,0.0100538041158907,0.0100576073561123,0.0100616538632713,0.0100659114268472,0.0100705288804222,0.0100755655113307,0.0100808736814548,0.0100864192264124,0.0100927463826373,0.0101008002059777,0.0101110523719216,0.0101230501586731,0.0101360261303292,0.0101497909932343,0.0101650552859189,0.010183156439357,0.0102054216085294,0.0102323979823873,0.010263438148836,0.0102970041243179,0.0103314676110966,0.0103659054169583,0.0104004263645888,0.0104357430198936,0.0104723301252013,0.0105100551869995,0.0105487709438109,0.0105893044748447,0.0106336087486718,0.0106836325960287,0.0107401731429566,0.0108030786257139,0.0108722691529715,0.0109480610964076,0.0110304198226027,0.0111180657054311,0.0112085880117106,0.01130008598522,0.011393464878768,0.0114933558821182,0.0116059620679982,0.0117344027443128,0.0118758533821218,0.0120248455375088,0.0121794714842004,0.0123418799907762,0.0125119995903117,0.0126833659175951,0.0128468091844759,0.0129968877419256,0.0131330320780124,0.0132553571060654,0.0133619231254974,0.0134502965461044,0.0135191451464729,0.0135669295881424,0.0135904139241403,0.0135854991298315,0.0135482368564023,0.0134733793251541,0.0133529779145583,0.0131796204574903,0.0129524992075748,0.012679370852948,0.0123729956743806,0.012047777052055,0.0117195473768193,0.011404978852882,0.0111181949836396,0.0108675855894889,0.0106558841370758,0.0104823335071452,0.0103443988910824,0.0102383991800969,0.0101597492801052,0.0101033189050323,0.0100639729596691,0.0100371319802679,0.0100190950085317,0.0100070459775809,0.01
"11",0.0100358664059045,0.0100356161900795,0.0100362599814158,0.0100373508693731,0.0100384697038251,0.0100394316240597,0.0100403100440175,0.0100412611553895,0.0100423638334133,0.0100436800004841,0.0100454100818282,0.010047889341383,0.0100514161399296,0.0100560802433402,0.0100617140626415,0.0100680141289405,0.0100748004461393,0.0100822203680973,0.0100906547358126,0.0101003879635857,0.0101114332796164,0.0101237009253978,0.0101372071727783,0.0101520166985474,0.0101680733520997,0.0101852429753674,0.0102035355184663,0.0102231633688984,0.0102442761986422,0.0102666671861338,0.0102898603633055,0.0103135067261229,0.0103376119239518,0.0103624584260397,0.0103885330332053,0.0104165379069924,0.0104472056898324,0.0104809064521857,0.0105174619817489,0.010556348908871,0.0105969886039735,0.0106390168442802,0.0106827515447051,0.0107296034208019,0.0107817858333193,0.0108414537484905,0.0109101795638958,0.0109889304738937,0.0110777971263672,0.0111756930796936,0.0112813016277529,0.0113949608232148,0.0115192442849233,0.0116573030554717,0.011810755639896,0.0119792351858937,0.0121616624741641,0.0123574890613081,0.0125663613667661,0.0127865439407862,0.013013750418193,0.0132413270803181,0.0134613063876226,0.0136653727502553,0.013845191922522,0.0139922091857707,0.0140973516514461,0.0141509540961255,0.0141434864190713,0.0140676737897001,0.0139208642699774,0.0137055257601893,0.0134284426341298,0.0131009332205133,0.0127391127382781,0.0123614639551444,0.0119850932323401,0.011624210716195,0.0112907046173755,0.010994249924362,0.0107413353905004,0.0105344406145923,0.0103721385536563,0.0102499321568194,0.010161393033345,0.0100993679115247,0.0100570802612155,0.0100288307015161,0.0100101867027918,0.01
"12",0.0101180273207948,0.0101251410118089,0.0101299925361873,0.0101327703434765,0.0101340613552881,0.0101348741457987,0.0101365230507189,0.0101402834582691,0.0101465787212702,0.0101542692277553,0.0101611447827337,0.0101654479425002,0.0101670538262545,0.0101674993391663,0.0101689966846171,0.010173125363418,0.0101802790563159,0.0101903181190815,0.0102034621643859,0.0102203003579918,0.0102412616507037,0.0102665144879183,0.0102961202209806,0.0103297544900212,0.0103665038286401,0.0104055939468196,0.0104472185281143,0.0104921696003634,0.0105410783506851,0.010594429324057,0.0106521165375186,0.0107118325455528,0.0107693117676002,0.0108224232224116,0.0108743923106265,0.0109306618404289,0.0109932688461472,0.0110605038510979,0.011130068356115,0.0111990189830745,0.0112624615716228,0.0113167905890595,0.011364218111464,0.0114113435766585,0.0114636578645779,0.0115232179375481,0.0115898422435228,0.0116616570712908,0.0117356797858487,0.0118114553946928,0.0118946331522414,0.0119936060562748,0.0121103199410351,0.0122362814781532,0.0123599058746847,0.0124763924800943,0.0125881240679831,0.0126969824508071,0.0128002691463271,0.0128944642313812,0.012978408773251,0.0130501861968524,0.013103968822855,0.0131330822278239,0.013135048358634,0.0131111794089162,0.0130609450418463,0.0129784808153362,0.0128559223866027,0.0126896333316871,0.0124828658284868,0.0122439698171898,0.0119835758881509,0.011712949502617,0.0114432324376351,0.011184779549568,0.0109464038247113,0.0107347097094699,0.0105536890582045,0.0104046629208925,0.0102865663714799,0.0101964896328544,0.0101303452475758,0.0100835375602078,0.0100515384148521,0.0100303161277598,0.0100165879511091,0.0100078697051417,0.010002374226709,0.01
"13",0.0100759568503823,0.0100718592003037,0.0100687525322265,0.010066871065502,0.0100660995472441,0.010066151890073,0.0100668757200381,0.0100683552396233,0.0100706936684648,0.0100737418174572,0.010077066401214,0.0100802028691034,0.0100831043327342,0.0100864491529949,0.0100913674234013,0.0100987193039392,0.0101085686047322,0.0101202251699197,0.0101327342921914,0.010145373889432,0.0101577195038439,0.0101694674931394,0.0101806161703394,0.0101919067191619,0.0102048584170568,0.010221280586549,0.0102426538421661,0.0102695555762998,0.0103010918622586,0.0103346668624442,0.0103670466364758,0.0103969143056685,0.0104265629044854,0.010460053882525,0.0104993711225184,0.0105429457106067,0.0105876808110705,0.01063145313994,0.0106737840506704,0.0107154410199912,0.010758291896071,0.0108048140879155,0.0108560604762279,0.01090963825207,0.0109613511622742,0.0110103312042045,0.0110617601121164,0.011123209849068,0.0111988807593251,0.0112884153557365,0.0113900491008659,0.0115028319500382,0.0116263202113465,0.0117603632422139,0.0119057277485001,0.0120635409577952,0.0122329606001214,0.0124099120904178,0.0125898562308535,0.0127720236493309,0.0129591892217644,0.0131529981237906,0.0133501613863273,0.0135409940700317,0.0137093888706405,0.0138369215272932,0.0139110190743915,0.0139291389829709,0.0138937212000324,0.0138042610082698,0.0136557532019849,0.0134439319718787,0.0131705700618438,0.0128449036968079,0.0124828522943678,0.0121052317965696,0.0117339063188794,0.0113870912532308,0.0110770039694468,0.0108104057840452,0.0105899246124435,0.0104148157166418,0.0102814473301545,0.0101840299325231,0.0101156155948735,0.0100691687552783,0.0100384705144594,0.0100185900043805,0.010005893625188,0.01
